periodo;indice;valor
201808;metro_linea_k;680371
201808;metro_linea_j;426037
201808;metro_linea_l;100586
201808;metro_linea_1_buses;2215879
201808;metro_linea_2_buses;351291
201808;metro_cuenca_3;663026
201808;metro_cuenca_6;1250636
201808;metro_cuenca_7_integrados;444232
201808;metro_cuenca_5_integrados;466078
201808;metro_cuenca_9_integrados;134286
201808;metro_tranvia;812621
201809;metro_linea_h;62611
201809;metro_linea_a;14099240
201809;metro_linea_b;2249250
201809;metro_linea_k;656946
201809;metro_linea_j;415097
201809;metro_linea_l;67901
201809;metro_linea_1_buses;2153143
201809;metro_linea_2_buses;344823
201809;metro_cuenca_3;645453
201809;metro_cuenca_6;1250405
201809;metro_cuenca_7_integrados;440925
201809;metro_cuenca_5_integrados;457438
201809;metro_cuenca_9_integrados;134863
201809;metro_tranvia;791818
201810;metro_linea_h;65527
201810;metro_linea_a;14042117
201810;metro_linea_b;2340270
201810;metro_linea_k;667959
201810;metro_linea_j;428801
201810;metro_linea_l;69740
201810;metro_linea_1_buses;2243401
201810;metro_linea_2_buses;358549
201810;metro_cuenca_3;670285
201810;metro_cuenca_6;1304837
201810;metro_cuenca_7_integrados;465653
201810;metro_cuenca_5_integrados;485386
201810;metro_cuenca_9_integrados;145005
201810;metro_tranvia;828743
201811;metro_linea_h;60908
201811;metro_linea_a;13431128
201811;metro_linea_b;2208532
201811;metro_linea_k;642780
201811;metro_linea_j;403901
201811;metro_linea_l;69625
201811;metro_linea_1_buses;2074972
201811;metro_linea_2_buses;328937
201811;metro_cuenca_3;616971
201811;metro_cuenca_6;1220185
201811;metro_cuenca_7_integrados;440482
201811;metro_cuenca_5_integrados;451328
201811;metro_cuenca_9_integrados;139483
201811;metro_tranvia;773411
201812;metro_linea_h;65529
201812;metro_linea_a;14210329
201812;metro_linea_b;2150654
201812;metro_linea_k;713998
201812;metro_linea_j;427233
201812;metro_linea_l;115419
201812;metro_linea_1_buses;1987039
201812;metro_linea_2_buses;328408
201812;metro_cuenca_3;579800
201812;metro_cuenca_6;1127420
201812;metro_cuenca_7_integrados;420576
201812;metro_cuenca_5_integrados;400910
201812;metro_cuenca_9_integrados;128428
201812;metro_tranvia;771696
201901;metro_linea_h;60569
201901;metro_linea_a;12535604
201901;metro_linea_b;1998443
201901;metro_linea_k;661502
201901;metro_linea_j;394977
201901;metro_linea_l;127279
201901;metro_linea_1_buses;1869841
201901;metro_linea_2_buses;316079
201901;metro_cuenca_3;598896
201901;metro_cuenca_6;1107675
201901;metro_cuenca_7_integrados;408274
201901;metro_cuenca_5_integrados;399409
201901;metro_cuenca_9_integrados;121399
201901;metro_tranvia;706097
201902;metro_linea_h;60464
201902;metro_linea_a;12778251
201902;metro_linea_b;2172629
201902;metro_linea_k;612649
201902;metro_linea_j;391772
201902;metro_linea_l;68224
201902;metro_linea_1_buses;2028906
201902;metro_linea_2_buses;330118
201902;metro_cuenca_3;655442
201902;metro_cuenca_6;1191929
201902;metro_cuenca_7_integrados;432538
201902;metro_cuenca_5_integrados;469413
201902;metro_cuenca_9_integrados;140711
201902;metro_tranvia;774314
201903;metro_linea_h;66372
201903;metro_linea_a;13932274
201903;metro_linea_b;2349728
201903;metro_linea_k;678132
201903;metro_linea_j;435791
201903;metro_linea_l;78614
201903;metro_linea_1_buses;2213755
201903;metro_linea_2_buses;361928
201903;metro_cuenca_3;730587
201903;metro_cuenca_6;1307247
201903;metro_cuenca_7_integrados;475901
201903;metro_cuenca_5_integrados;520615
201903;metro_cuenca_9_integrados;153693
201903;metro_tranvia;879642
201904;metro_linea_h;61057
201904;metro_linea_a;12871922
201904;metro_linea_b;2141433
201904;metro_linea_k;637730
201904;metro_linea_j;317949
201904;metro_linea_l;77241
201904;metro_linea_1_buses;1995039
201904;metro_linea_2_buses;332838
201904;metro_cuenca_3;655953
201904;metro_cuenca_6;1222669
201904;metro_cuenca_7_integrados;440079
201904;metro_cuenca_5_integrados;465206
201904;metro_cuenca_9_integrados;138306
201904;metro_tranvia;800858
201905;metro_linea_h;67131
201905;metro_linea_a;13980101
201905;metro_linea_b;2313919
201905;metro_linea_k;680494
201905;metro_linea_j;424629
201905;metro_linea_l;61040
201905;metro_linea_1_buses;2174077
201905;metro_linea_2_buses;356627
201905;metro_cuenca_3;708986
201905;metro_cuenca_6;1357964
201905;metro_cuenca_7_integrados;489583
201905;metro_cuenca_5_integrados;518730
201905;metro_cuenca_9_integrados;153124
201905;metro_tranvia;866239
201906;metro_linea_h;57404
201906;metro_linea_a;12881074
201906;metro_linea_b;2042896
201906;metro_linea_k;376251
201906;metro_linea_j;407461
201906;metro_linea_l;75495
201906;metro_linea_1_buses;1915896
201906;metro_linea_2_buses;316446
201906;metro_cuenca_3;606484
201906;metro_cuenca_6;1293695
201906;metro_cuenca_7_integrados;438047
201906;metro_cuenca_5_integrados;433531
201906;metro_cuenca_9_integrados;130079
201906;metro_tranvia;764567
201907;metro_linea_h;67202
201907;metro_linea_a;14007725
201907;metro_linea_b;2268596
201907;metro_linea_k;681326
201907;metro_linea_j;433409
201907;metro_linea_l;97641
201907;metro_linea_1_buses;2105136
201907;metro_linea_2_buses;343117
201907;metro_cuenca_3;703539
201907;metro_cuenca_6;1330303
201907;metro_cuenca_7_integrados;478758
201907;metro_cuenca_5_integrados;499542
201907;metro_cuenca_9_integrados;149476
201907;metro_tranvia;846734
201908;metro_linea_h;68677
201908;metro_linea_a;14460344
201908;metro_linea_b;2447948
201908;metro_linea_k;692899
201908;metro_linea_j;450332
201908;metro_linea_l;105345
201908;metro_linea_1_buses;2216597
201908;metro_linea_2_buses;353465
201908;metro_cuenca_3;716443
201908;metro_cuenca_6;1361811
201908;metro_cuenca_7_integrados;489179
201908;metro_cuenca_5_integrados;520970
201908;metro_cuenca_9_integrados;159700
201908;metro_tranvia;930999
201909;metro_linea_h;67926
201909;metro_linea_a;14121137
201909;metro_linea_b;2333621
201909;metro_linea_k;668885
201909;metro_linea_j;432671
201909;metro_linea_l;69477
201909;metro_linea_1_buses;2159721
201909;metro_linea_2_buses;334662
201909;metro_cuenca_3;710590
201909;metro_cuenca_6;1359263
201909;metro_cuenca_7_integrados;487625
201909;metro_cuenca_5_integrados;522780
201909;metro_cuenca_9_integrados;155447
201909;metro_tranvia;883643
